title,link,votes,answers,tags
Is there an easy way to integrate emailjs in an existing React.js project? [closed],https://stackoverflow.com/questions/79732812/is-there-an-easy-way-to-integrate-emailjs-in-an-existing-react-js-project,,0,"javascript,reactjs,next.js"
Set exact function return value from parameter?,https://stackoverflow.com/questions/79732810/set-exact-function-return-value-from-parameter,0,0,"typescript,visual-studio-code"
iOS background location works in Debug but not in Release (Flutter),https://stackoverflow.com/questions/79732808/ios-background-location-works-in-debug-but-not-in-release-flutter,0,1,"ios,flutter,xcode,flutter-dependencies,flutter-background"
How to convert Hugging Face embedding model into ONNX format loadable into Oracle 23ai? [closed],https://stackoverflow.com/questions/79732807/how-to-convert-hugging-face-embedding-model-into-onnx-format-loadable-into-oracl,0,0,"onnx,oracle-autonomous-db,vector-search,oracle23ai"
CloudKit remote notifications in macOS get clogged up,https://stackoverflow.com/questions/79732806/cloudkit-remote-notifications-in-macos-get-clogged-up,0,0,"macos,push-notification,apple-push-notifications,cloudkit"
Is it possible to a create a looped directory structure without any of the folders having a Reparse attribute and each folder having a unique File Id,https://stackoverflow.com/questions/79732804/is-it-possible-to-a-create-a-looped-directory-structure-without-any-of-the-folde,0,0,"c++,windows,filesystems,reparsepoint"
Vue watch triggers on route change,https://stackoverflow.com/questions/79732802/vue-watch-triggers-on-route-change,1,0,"javascript,frontend,vuejs3,nuxt3.js"
Changing the Font on part of the body of my email,https://stackoverflow.com/questions/79732801/changing-the-font-on-part-of-the-body-of-my-email,0,1,"google-apps-script,fonts,format,html-email"
Is there any way to get an event or notification when a user scans the QR code during MFA setup using AWS Amplify Gen 2 API? [closed],https://stackoverflow.com/questions/79732793/is-there-any-way-to-get-an-event-or-notification-when-a-user-scans-the-qr-code-d,,0,"javascript,angular,amazon-web-services,authentication,aws-amplify"
Android Chrome Custom Tabs login with Facebook,https://stackoverflow.com/questions/79732792/android-chrome-custom-tabs-login-with-facebook,0,0,"android,facebook,authentication,identity,chrome-custom-tabs"
Why data from CoreTempInfo is 0 with my C# service [closed],https://stackoverflow.com/questions/79732791/why-data-from-coretempinfo-is-0-with-my-c-sharp-service,0,0,"c#,service"
Application is crashed on startup after migration to Android 16 [closed],https://stackoverflow.com/questions/79732785/application-is-crashed-on-startup-after-migration-to-android-16,0,0,"android,kotlin,android-16"
Blocking Windows key from Unity doesn’t work when game is in foreground,https://stackoverflow.com/questions/79732781/blocking-windows-key-from-unity-doesn-t-work-when-game-is-in-foreground,0,0,"unity-game-engine,winapi,dll,wh-keyboard-ll"
SwiftLintBuildToolPlugin doesn't have a bundle identifier,https://stackoverflow.com/questions/79732777/swiftlintbuildtoolplugin-doesnt-have-a-bundle-identifier,0,0,"swift,xcode,continuous-integration,swiftlint"
Is there any way to convert html (laravel blade) to pdf? [closed],https://stackoverflow.com/questions/79732772/is-there-any-way-to-convert-html-laravel-blade-to-pdf,,0,"php,laravel,pdf,pdf-generation,laravel-12"
Some packages from local repository have incorrect checksum at do_rootfs step,https://stackoverflow.com/questions/79732771/some-packages-from-local-repository-have-incorrect-checksum-at-do-rootfs-step,0,0,"yocto,rpm,bitbake,dnf"
React Bootstrap Navbar Collapse Not Showing the Links On Default,https://stackoverflow.com/questions/79732766/react-bootstrap-navbar-collapse-not-showing-the-links-on-default,0,1,"navbar,react-bootstrap"
Send email only for a specific exception (ConfigException),https://stackoverflow.com/questions/79732762/send-email-only-for-a-specific-exception-configexception,0,0,"java,logging,log4j2,splunk"
Airflow ModuleNotFoundError: No module named 'pyarrow',https://stackoverflow.com/questions/79732761/airflow-modulenotfounderror-no-module-named-pyarrow,0,0,"airflow,etl,data-engineering"
"Margin for div item not working on mobile view, but working on desktop [closed]",https://stackoverflow.com/questions/79732752/margin-for-div-item-not-working-on-mobile-view-but-working-on-desktop,0,0,"html,css,mobile-development"
How do I stub out an impl Trait-returning function?,https://stackoverflow.com/questions/79732747/how-do-i-stub-out-an-impl-trait-returning-function,3,1,"rust,traits"
Selenium cannot log in to ZTE ZXHN H298A modem admin panel despite correct credentials,https://stackoverflow.com/questions/79732746/selenium-cannot-log-in-to-zte-zxhn-h298a-modem-admin-panel-despite-correct-crede,0,0,"python-3.x,selenium-webdriver,selenium-chromedriver,ui-automation"
What are the breaking changes in Rails 7 to Rails 8? [closed],https://stackoverflow.com/questions/79732744/what-are-the-breaking-changes-in-rails-7-to-rails-8,,0,"ruby-on-rails,ruby-on-rails-7,ruby-on-rails-8"
"Error inflating class androidx.camera.view.PreviewView, Caused by: java.lang.reflect.InvocationTargetException",https://stackoverflow.com/questions/79732740/error-inflating-class-androidx-camera-view-previewview-caused-by-java-lang-ref,0,0,"java,android,kotlin"
Text replacement pop-up blocks the focus on the text field underneath the selected text field in iOS [closed],https://stackoverflow.com/questions/79732739/text-replacement-pop-up-blocks-the-focus-on-the-text-field-underneath-the-select,0,0,"ios,swift,uikit"
About test set of XGBoost for Time Series Forecasting,https://stackoverflow.com/questions/79732731/about-test-set-of-xgboost-for-time-series-forecasting,0,0,"time-series,xgboost,forecasting"
Call initiated and connected but can't hear anything,https://stackoverflow.com/questions/79732728/call-initiated-and-connected-but-cant-hear-anything,0,0,"sip,voip,sip-server,voip-android"
How to run a statement outside of transaction in alembic migration with psycopg3?,https://stackoverflow.com/questions/79732725/how-to-run-a-statement-outside-of-transaction-in-alembic-migration-with-psycopg3,1,0,"python,alembic,psycopg3"
Set System.GPS.Latitude and System.GPS.Longitude properties using VBA,https://stackoverflow.com/questions/79732724/set-system-gps-latitude-and-system-gps-longitude-properties-using-vba,1,2,"vba,image,file,properties"
Custom Physics Engine Cloth Simulation Gives Inconsistent Bounce When Two Balls Land Simultaneously [closed],https://stackoverflow.com/questions/79732719/custom-physics-engine-cloth-simulation-gives-inconsistent-bounce-when-two-balls,,0,"c#,physics"
How to access Docker Engine API via Unix domain socket using socat instead of curl?,https://stackoverflow.com/questions/79732715/how-to-access-docker-engine-api-via-unix-domain-socket-using-socat-instead-of-cu,0,0,docker
Native Android app crashes only on Android 15 — could it be related to 16KB memory page size?,https://stackoverflow.com/questions/79732707/native-android-app-crashes-only-on-android-15-could-it-be-related-to-16kb-memo,0,1,"android,kotlin"
iOS app not showing full screen on iPadOS 18.6 [closed],https://stackoverflow.com/questions/79732703/ios-app-not-showing-full-screen-on-ipados-18-6,0,0,"swift,swiftui,ipad,uikit,ipados"
How to analyze Flutter iOS app size and see which plugins/assets take the most space?,https://stackoverflow.com/questions/79732699/how-to-analyze-flutter-ios-app-size-and-see-which-plugins-assets-take-the-most-s,0,1,"ios,flutter,flutter-dependencies,flutter-build,flutter-ios-build"
CORS issue with Google ADK runnning as server and consuming from react app,https://stackoverflow.com/questions/79732697/cors-issue-with-google-adk-runnning-as-server-and-consuming-from-react-app,0,1,"python,google-gemini,google-agent-development-kit"
Google play console redirected to register page instead of dashboard page,https://stackoverflow.com/questions/79732696/google-play-console-redirected-to-register-page-instead-of-dashboard-page,0,0,"android,mobile,google-play,google-play-console"
Can I show both File Browser and Table of Contents in the same sidebar in JupyterLab?,https://stackoverflow.com/questions/79732693/can-i-show-both-file-browser-and-table-of-contents-in-the-same-sidebar-in-jupyte,0,0,"jupyter-notebook,jupyter-lab"
Python Script Change [closed],https://stackoverflow.com/questions/79732684/python-script-change,,0,python
vkCreateSampler crash without any validation info [closed],https://stackoverflow.com/questions/79732676/vkcreatesampler-crash-without-any-validation-info,,0,"c++,vulkan"
Any way to generate testid automatically in react? [closed],https://stackoverflow.com/questions/79732675/any-way-to-generate-testid-automatically-in-react,,0,"javascript,reactjs,testing,automated-tests,playwright"
How to use SnakeYAML to parse an array of maps?,https://stackoverflow.com/questions/79732673/how-to-use-snakeyaml-to-parse-an-array-of-maps,0,0,"java,list,snakeyaml,linkedhashset"
Svelte Layerchart - Formatting Axis Data,https://stackoverflow.com/questions/79732672/svelte-layerchart-formatting-axis-data,0,0,"svelte,layerchart,tailwin-css"
CultureInfo.CurrentUICulture is always default language - how to detect browser language,https://stackoverflow.com/questions/79732665/cultureinfo-currentuiculture-is-always-default-language-how-to-detect-browser,,0,"blazor,blazor-server-side"
Sharepoint authentication works with linkedservice but fails with copydata task,https://stackoverflow.com/questions/79732659/sharepoint-authentication-works-with-linkedservice-but-fails-with-copydata-task,0,0,"azure,azure-data-factory,sharepoint-online,data-engineering"
"Swift SQLite3 Not updating, but cannot get the exact error",https://stackoverflow.com/questions/79732653/swift-sqlite3-not-updating-but-cannot-get-the-exact-error,,0,"swift,sqlite"
HTTP Error 500.0 - Internal Server Error - The page cannot be displayed > because an internal server error has occurred [closed],https://stackoverflow.com/questions/79732652/http-error-500-0-internal-server-error-the-page-cannot-be-displayed-becaus,,0,"asp.net-mvc,iis-8"
Type Checker Method Overwrites [closed],https://stackoverflow.com/questions/79732650/type-checker-method-overwrites,0,2,"python,python-typing,pyright"
Find first bit set within an AVX 512 register,https://stackoverflow.com/questions/79732646/find-first-bit-set-within-an-avx-512-register,0,0,"c++,performance,optimization,x86,avx512"
React Native brownfield Android Native Project - Couldn't determine CLI location,https://stackoverflow.com/questions/79732645/react-native-brownfield-android-native-project-couldnt-determine-cli-location,0,0,"android,react-native,brownfield"
Unexpected Error when run powershell script in CI/CD,https://stackoverflow.com/questions/79732638/unexpected-error-when-run-powershell-script-in-ci-cd,0,0,"powershell,jenkins,jenkins-pipeline"
Class parameters in variant type [closed],https://stackoverflow.com/questions/79732637/class-parameters-in-variant-type,,0,c++
OTA over HTTPS using Certificate Bundle slows down the file transfer,https://stackoverflow.com/questions/79732634/ota-over-https-using-certificate-bundle-slows-down-the-file-transfer,0,0,esp32
SQL Server Profiler shows a stored procedure takes 25 seconds and when I run in SSMS for the same database takes less than 1 second [closed],https://stackoverflow.com/questions/79732631/sql-server-profiler-shows-a-stored-procedure-takes-25-seconds-and-when-i-run-in,,0,"sql,sql-server,database-performance"
Looking for a way to find what version of .NET all my programs are using in bulk,https://stackoverflow.com/questions/79732850/looking-for-a-way-to-find-what-version-of-net-all-my-programs-are-using-in-bulk,1,0,.net
Multiple Hosts/Shell Applications With Nx Micro Frontends,https://stackoverflow.com/questions/79732628/multiple-hosts-shell-applications-with-nx-micro-frontends,0,0,"javascript,typescript,nrwl-nx,nrwl,nx.dev"
"Blazor SSR with EditForm, the EditForm model has a list of objects. How can user update a field in one of the objects in the list?",https://stackoverflow.com/questions/79732624/blazor-ssr-with-editform-the-editform-model-has-a-list-of-objects-how-can-user,0,1,"blazor,server-side-rendering,editform"
"`async` test of a Fastify backend with `@fastify/websocket` times out, but also finishes",https://stackoverflow.com/questions/79732623/async-test-of-a-fastify-backend-with-fastify-websocket-times-out-but-also,0,0,"javascript,node.js,websocket,vitest,fastify"
How to serialize entt::sparse_set?,https://stackoverflow.com/questions/79732617/how-to-serialize-enttsparse-set,0,0,"c++,cereal,entt"
How to resolve dependencies for configuration ':app:debugRuntimeClasspathCopy',https://stackoverflow.com/questions/79732615/how-to-resolve-dependencies-for-configuration-appdebugruntimeclasspathcopy,0,0,"java,android,gradle,ionic-framework,capacitor"
how to write rule for a nested json,https://stackoverflow.com/questions/79732611/how-to-write-rule-for-a-nested-json,0,0,"jsonpath,json-rules-engine"
"Is there a setting to omit ""by"" column(s) from result of dataTable expression in R?",https://stackoverflow.com/questions/79732610/is-there-a-setting-to-omit-by-columns-from-result-of-datatable-expression-in,2,0,"datatable,grouping"
What's the purpose of using a @method phpdoc annotation for an interface instead of a method signature,https://stackoverflow.com/questions/79732609/whats-the-purpose-of-using-a-method-phpdoc-annotation-for-an-interface-instead,1,1,php
Choppy animation for SwiftUI DisclosureGroup in List,https://stackoverflow.com/questions/79732608/choppy-animation-for-swiftui-disclosuregroup-in-list,0,0,"swift,swiftui,swiftui-list"
What is the best way fetch data in nextJs as chain that second fetch waiting the first one done? [closed],https://stackoverflow.com/questions/79732607/what-is-the-best-way-fetch-data-in-nextjs-as-chain-that-second-fetch-waiting-the,,0,"reactjs,next.js,fetch"
why my module doesn't provide any exports? [closed],https://stackoverflow.com/questions/79732601/why-my-module-doesnt-provide-any-exports,,0,"javascript,typescript,module"
How to handle E2E API Request in Backend correctly?,https://stackoverflow.com/questions/79732597/how-to-handle-e2e-api-request-in-backend-correctly,0,0,"javascript,python,testing,frontend,backend"
How to structure a feature-first Clean Architecture in Flutter when features need shared logic or data [closed],https://stackoverflow.com/questions/79732596/how-to-structure-a-feature-first-clean-architecture-in-flutter-when-features-nee,,0,"flutter,dart,clean-architecture"
How to find the last row with specific value in a cell [closed],https://stackoverflow.com/questions/79732592/how-to-find-the-last-row-with-specific-value-in-a-cell,,3,google-sheets
LazyColumn losing scroll position after navigating forward and popping back,https://stackoverflow.com/questions/79732590/lazycolumn-losing-scroll-position-after-navigating-forward-and-popping-back,1,1,"android,kotlin,android-jetpack-compose"
Ansible `from_yaml` on a value from a vault,https://stackoverflow.com/questions/79732587/ansible-from-yaml-on-a-value-from-a-vault,0,0,"ansible,ansible-vault,ansible-filter"
Office JS Partition Key - What is it partitioning by?,https://stackoverflow.com/questions/79732584/office-js-partition-key-what-is-it-partitioning-by,0,0,office-js
Python cannot use bind mounted files in Docker,https://stackoverflow.com/questions/79732581/python-cannot-use-bind-mounted-files-in-docker,3,1,"python,docker,docker-compose"
Hyperskill not loading projects in Android Studio,https://stackoverflow.com/questions/79732579/hyperskill-not-loading-projects-in-android-studio,0,0,android-studio
Mutating detection data into binary,https://stackoverflow.com/questions/79732578/mutating-detection-data-into-binary,3,3,"r,date,tidyverse,data-manipulation,binary-data"
How do I return multiple values from Python to C++ via Pybind? [duplicate],https://stackoverflow.com/questions/79732576/how-do-i-return-multiple-values-from-python-to-c-via-pybind,,0,"python,c++,pybind11"
"TinyTeX fails to compile Beamer presentation with equation labels when \ignorenonframetext is active, but works with article class and on Overleaf [closed]",https://stackoverflow.com/questions/79732573/tinytex-fails-to-compile-beamer-presentation-with-equation-labels-when-ignoreno,2,1,"latex,beamer"
File Search Limitations with Microsoft Graph and Sites.Selected Permission,https://stackoverflow.com/questions/79732571/file-search-limitations-with-microsoft-graph-and-sites-selected-permission,0,0,"microsoft-graph-api,microsoft-entra-id,sharepoint-api,azure-entra-id"
Microsoft Graph API: GDAP not permitted to get non default group properties,https://stackoverflow.com/questions/79732570/microsoft-graph-api-gdap-not-permitted-to-get-non-default-group-properties,0,0,"microsoft-graph-api,microsoft-entra-id"
How does overload resolution select from multiple prospective destructors?,https://stackoverflow.com/questions/79732569/how-does-overload-resolution-select-from-multiple-prospective-destructors,5,1,"c++,language-lawyer,c++20,c++-concepts,overload-resolution"
"Unexpected message about ""decreasing argument of fix""",https://stackoverflow.com/questions/79732567/unexpected-message-about-decreasing-argument-of-fix,1,2,rocq-prover
Find only XPath-entries without any prefix by regular expression,https://stackoverflow.com/questions/79732565/find-only-xpath-entries-without-any-prefix-by-regular-expression,1,1,"regex,xpath,prefix"
Android Auto app not appearing in DHU despite correct manifest and automotive_app_desc setup,https://stackoverflow.com/questions/79732564/android-auto-app-not-appearing-in-dhu-despite-correct-manifest-and-automotive-ap,0,1,"java,android,android-auto"
Suspension of Async Functions [closed],https://stackoverflow.com/questions/79732563/suspension-of-async-functions,,0,"javascript,node.js,queue,callstack,event-loop"
Copy pasting Excel range to Outlook email - GetInspector Error,https://stackoverflow.com/questions/79732562/copy-pasting-excel-range-to-outlook-email-getinspector-error,1,1,"python,pywin32,win32com"
How do I Prevent a PrimeNG CascadeSelect from Overflowing the Side of the Screen?,https://stackoverflow.com/questions/79732561/how-do-i-prevent-a-primeng-cascadeselect-from-overflowing-the-side-of-the-screen,0,0,"html,css,typescript,primeng"
"Can't Build OMPL for MinGW on Windows (Boost, Eigen Installed)",https://stackoverflow.com/questions/79732560/cant-build-ompl-for-mingw-on-windows-boost-eigen-installed,1,0,"windows,mingw,ompl"
Pipeline not recognizing karma test cases and not generating sonar coverage,https://stackoverflow.com/questions/79732559/pipeline-not-recognizing-karma-test-cases-and-not-generating-sonar-coverage,0,0,"jenkins,jenkins-pipeline,jenkins-groovy"
Dependency issue in C++/CLI interface to use a C# library in GameMaker,https://stackoverflow.com/questions/79732556/dependency-issue-in-c-cli-interface-to-use-a-c-sharp-library-in-gamemaker,1,1,"c#,c++,.net-core,c++-cli,game-maker"
"""Cannot read properties of null (reading 'update')"" when closing all panels with leftHeader/rightHeader",https://stackoverflow.com/questions/79732554/cannot-read-properties-of-null-reading-update-when-closing-all-panels-with,1,0,"javascript,reactjs,typescript,electron,dockview"
Searching for documents in elasticsearch where one field is duplicated while another is not?,https://stackoverflow.com/questions/79732552/searching-for-documents-in-elasticsearch-where-one-field-is-duplicated-while-ano,0,0,elasticsearch
"Fed up with conda just wasting my time ""Solving environment"" [closed]",https://stackoverflow.com/questions/79732551/fed-up-with-conda-just-wasting-my-time-solving-environment,,1,"python,anaconda"
Count rows by month without including other columns on the chart [closed],https://stackoverflow.com/questions/79732544/count-rows-by-month-without-including-other-columns-on-the-chart,0,0,powerbi
Can Consistent Prefix in Cosmos DB cause a client to see fewer writes than in a previous read?,https://stackoverflow.com/questions/79732540/can-consistent-prefix-in-cosmos-db-cause-a-client-to-see-fewer-writes-than-in-a,0,0,azure-cosmosdb
How to prevent repeated computation in nested R6 objects?,https://stackoverflow.com/questions/79732538/how-to-prevent-repeated-computation-in-nested-r6-objects,0,0,"r,shiny,r6"
Is HuggingFace Accelerate's init_empty_weights Context Manager (Properly) Implemented for a Diffuser?,https://stackoverflow.com/questions/79732531/is-huggingface-accelerates-init-empty-weights-context-manager-properly-implem,0,0,"python,nlp,huggingface,diffusers"
WSL + Docker - memory exhausted in PHP 8.3 container - hardware issue? [closed],https://stackoverflow.com/questions/79732530/wsl-docker-memory-exhausted-in-php-8-3-container-hardware-issue,,0,"windows,docker,symfony,windows-subsystem-for-linux,php-8.3"
std::basic_string_view with one template argument,https://stackoverflow.com/questions/79732529/stdbasic-string-view-with-one-template-argument,0,1,"c++,templates"
